ID,final_label
6779,tích cực
6780,trung tính
6781,tích cực
6782,trung tính
6783,trung tính
6784,trung tính
6785,tích cực
6786,trung tính
6787,trung tính
6788,tích cực
6789,tích cực
6790,tích cực
6791,trung tính
6792,tích cực
6793,tích cực
6794,tích cực
6795,tích cực
6796,tích cực
6797,trung tính
6798,trung tính
6799,trung tính
6800,tích cực
6801,tích cực
6802,trung tính
6803,tích cực
6804,tích cực
6805,trung tính
6806,trung tính
6807,tích cực
6808,tích cực
6809,trung tính
6810,tích cực
6811,tích cực
6812,tích cực
6813,trung tính
6814,tích cực
6815,trung tính
6816,tích cực
6817,tích cực
6818,tích cực
6819,tích cực
6820,tích cực
6821,trung tính
6823,trung tính
6824,trung tính
6825,trung tính
6826,trung tính
6827,tích cực
6828,tích cực
6829,tích cực
6830,trung tính
6831,tích cực
6832,tích cực
6833,trung tính
6834,trung tính
6835,tích cực
6836,trung tính
6837,trung tính
6838,tích cực
6839,trung tính
6840,trung tính
6841,tiêu cực
6842,tích cực
6843,trung tính
6844,tích cực
6845,tích cực
6846,tích cực
6847,tích cực
6848,trung tính
6849,trung tính
6850,tích cực
6851,tích cực
6852,tích cực
6853,trung tính
6854,trung tính
6855,tích cực
6856,tích cực
6857,trung tính
6858,trung tính
6859,trung tính
6860,trung tính
6861,trung tính
6862,trung tính
6863,tiêu cực
6864,tích cực
6865,trung tính
6866,trung tính
6867,tích cực
6869,tích cực
6870,trung tính
6871,trung tính
6872,tích cực
6873,trung tính
6874,trung tính
6875,tích cực
6876,tích cực
6877,tích cực
6878,trung tính
6879,tích cực
6880,tích cực
6881,tích cực
6882,trung tính
6883,tích cực
6884,trung tính
6885,tích cực
6886,trung tính
6887,tích cực
6888,tiêu cực
6889,tích cực
6890,trung tính
6891,trung tính
6892,tích cực
6893,trung tính
6894,trung tính
6895,trung tính
6896,trung tính
6897,trung tính
6898,tiêu cực
6899,tích cực
6900,trung tính
6901,trung tính
6902,trung tính
6903,trung tính
6904,trung tính
6905,tích cực
6906,trung tính
6907,tích cực
6908,tích cực
6909,tích cực
6910,tích cực
6911,trung tính
6912,trung tính
6913,trung tính
6914,trung tính
6915,tích cực
6916,tích cực
6917,trung tính
6918,tích cực
6919,tích cực
6920,trung tính
6921,trung tính
6922,tích cực
6923,tích cực
6924,tích cực
6925,tích cực
6926,tích cực
6927,tích cực
6928,tích cực
6929,tích cực
6930,tích cực
6931,tích cực
6932,trung tính
6933,trung tính
6934,trung tính
6935,tích cực
6936,tích cực
6937,tích cực
6938,trung tính
6939,tích cực
6940,trung tính
6941,tích cực
6942,trung tính
6943,tích cực
6944,tích cực
6945,trung tính
6946,tích cực
6947,trung tính
6948,tích cực
6949,tiêu cực
6950,tích cực
6951,trung tính
6953,trung tính
6954,tích cực
6955,tích cực
6956,tích cực
6957,trung tính
6958,tích cực
6959,trung tính
6960,trung tính
6961,tích cực
6962,tích cực
6963,tiêu cực
6964,tích cực
6965,trung tính
6966,tích cực
6967,trung tính
6968,trung tính
6969,tích cực
6970,trung tính
6971,tích cực
6972,trung tính
6973,tích cực
6974,tích cực
6975,trung tính
6976,tích cực
6977,trung tính
6978,trung tính
6979,tích cực
6980,tích cực
6981,tích cực
6982,trung tính
6983,trung tính
6984,tích cực
6985,tích cực
6986,trung tính
6987,trung tính
6988,trung tính
6989,trung tính
6990,tích cực
6991,tích cực
6992,trung tính
6993,tích cực
6994,tiêu cực
6995,trung tính
6996,tích cực
6997,trung tính
6998,trung tính
6999,trung tính
7000,trung tính
7001,trung tính
7002,trung tính
7003,trung tính
7004,trung tính
7005,tích cực
7006,trung tính
7007,trung tính
7008,trung tính
7009,tích cực
7010,tích cực
7011,tích cực
7012,tích cực
7013,tích cực
7014,trung tính
7015,trung tính
7016,tích cực
7017,tích cực
7018,tích cực
7019,tích cực
7020,trung tính
7021,tích cực
7022,tích cực
7023,trung tính
7024,trung tính
7025,tích cực
7026,tích cực
7027,tích cực
7028,tích cực
7029,trung tính
7031,tích cực
7032,trung tính
7034,tích cực
7035,tích cực
7036,tích cực
7037,tích cực
7038,tích cực
7039,trung tính
7040,trung tính
7041,trung tính
7042,trung tính
7043,trung tính
7044,trung tính
7045,tích cực
7047,tích cực
7048,trung tính
7049,trung tính
7050,trung tính
7051,trung tính
7052,tích cực
7053,tích cực
7054,tích cực
7055,trung tính
7056,tích cực
7057,tích cực
7058,tích cực
7059,tích cực
7060,trung tính
7061,trung tính
7062,trung tính
7063,tích cực
7064,trung tính
7065,tích cực
7066,tích cực
7067,trung tính
7068,trung tính
7069,trung tính
7070,tích cực
7071,tích cực
7072,tích cực
7073,tích cực
7074,trung tính
7075,trung tính
7076,tích cực
7077,tích cực
7078,trung tính
7079,trung tính
7080,tích cực
7081,tích cực
7082,tích cực
7083,tích cực
7084,trung tính
7085,trung tính
7086,trung tính
7087,trung tính
7088,tích cực
7089,trung tính
7090,tích cực
7091,trung tính
7092,tích cực
7094,trung tính
7095,trung tính
7096,tích cực
7097,trung tính
7098,trung tính
7099,trung tính
7100,trung tính
7101,tích cực
7102,trung tính
7103,tích cực
7104,trung tính
7105,tích cực
7106,trung tính
7107,tích cực
7108,tích cực
7109,tích cực
7111,tích cực
7112,trung tính
7113,tích cực
7114,tiêu cực
7115,tích cực
7116,trung tính
7117,trung tính
7118,trung tính
7119,tích cực
7120,tích cực
7121,tích cực
7122,trung tính
7123,tích cực
7124,trung tính
7125,tích cực
7126,trung tính
7127,tích cực
7128,tích cực
7129,tích cực
7130,tích cực
7131,trung tính
7132,tích cực
7133,trung tính
7134,tích cực
7135,trung tính
7136,tích cực
7137,trung tính
7138,trung tính
7139,tích cực
7140,tích cực
7141,tích cực
7142,trung tính
7143,trung tính
7144,trung tính
7145,tích cực
7146,trung tính
7148,tích cực
7149,tích cực
7150,trung tính
7151,trung tính
7152,trung tính
7153,tích cực
7154,trung tính
7155,tích cực
7156,tích cực
7157,trung tính
7158,trung tính
7160,trung tính
7161,trung tính
7162,tích cực
7163,tích cực
7164,tích cực
7165,trung tính
7166,trung tính
7167,tích cực
7168,tích cực
7169,tích cực
7170,trung tính
7171,trung tính
7172,trung tính
7173,trung tính
7174,tích cực
7175,tích cực
7176,tích cực
7177,tích cực
7178,tích cực
7180,tích cực
7181,tích cực
7182,trung tính
7183,trung tính
7184,tích cực
7185,trung tính
7186,tích cực
7187,trung tính
7188,trung tính
7189,tích cực
7190,tích cực
7191,tích cực
7192,trung tính
7193,tích cực
7194,tích cực
7195,tiêu cực
7197,trung tính
7198,tích cực
7199,trung tính
7200,trung tính
7201,tích cực
7202,tích cực
7204,trung tính
7205,tích cực
7206,tích cực
7207,trung tính
7208,trung tính
7209,trung tính
7210,tích cực
7211,trung tính
7212,trung tính
7213,trung tính
7214,trung tính
7215,tích cực
7216,trung tính
7217,tích cực
7218,trung tính
7219,trung tính
7220,tích cực
7221,trung tính
7222,trung tính
7223,tích cực
7224,trung tính
7225,tích cực
7226,trung tính
7227,tích cực
7228,trung tính
7229,tiêu cực
7230,trung tính
7231,trung tính
7232,trung tính
7233,trung tính
7234,tích cực
7235,tích cực
7236,tích cực
7237,trung tính
7238,trung tính
7239,trung tính
7240,tích cực
7241,tích cực
7242,tích cực
7243,tích cực
7244,trung tính
7245,tích cực
7246,tích cực
7247,tích cực
7248,tích cực
7249,tích cực
7250,trung tính
7251,trung tính
7252,trung tính
7253,tích cực
7254,trung tính
7255,trung tính
7256,tích cực
7257,trung tính
7258,trung tính
7259,tích cực
7260,trung tính
7261,trung tính
7262,tích cực
7263,tích cực
7264,tích cực
7265,tích cực
7266,tích cực
7267,tích cực
7268,tích cực
7269,trung tính
7270,trung tính
7271,tích cực
7272,tích cực
7273,trung tính
7274,trung tính
7275,trung tính
7277,trung tính
7278,tích cực
7279,trung tính
7280,tích cực
7281,trung tính
7282,trung tính
7284,trung tính
7285,tích cực
7286,trung tính
7287,trung tính
7288,tích cực
7289,tiêu cực
7290,tích cực
7291,tích cực
7292,trung tính
7293,trung tính
7295,trung tính
7296,tích cực
7297,tích cực
7298,tích cực
7299,trung tính
7300,tích cực
7301,trung tính
7302,trung tính
7303,tích cực
7304,trung tính
7305,trung tính
7306,tích cực
7307,tích cực
7308,tích cực
7309,tích cực
7310,trung tính
7311,trung tính
7312,tích cực
7313,tích cực
7314,tích cực
7315,tích cực
7316,trung tính
7317,trung tính
7318,trung tính
7319,trung tính
7320,trung tính
7321,tích cực
7322,tích cực
7323,trung tính
7324,tích cực
7325,trung tính
7326,tiêu cực
7327,trung tính
7328,trung tính
7329,tích cực
7330,tích cực
7331,trung tính
7332,tích cực
7333,tích cực
7334,trung tính
7335,tích cực
7336,trung tính
7337,tích cực
7338,tích cực
7339,tích cực
7340,trung tính
7341,trung tính
7342,trung tính
7343,tích cực
7344,trung tính
7345,trung tính
7346,tích cực
7347,trung tính
7348,trung tính
7349,tiêu cực
7350,tích cực
7351,trung tính
7352,tích cực
7353,tích cực
7354,trung tính
7355,tích cực
7356,tích cực
7357,tích cực
7358,trung tính
7359,tích cực
7360,tích cực
7361,tích cực
7362,trung tính
7363,tích cực
7364,tích cực
7365,tích cực
7366,tích cực
7367,tích cực
7369,trung tính
7370,tích cực
7371,trung tính
7372,trung tính
7373,trung tính
7374,trung tính
7375,trung tính
7376,trung tính
7377,trung tính
7378,tích cực
7379,trung tính
7380,tích cực
7381,tích cực
7382,trung tính
7383,tích cực
7384,trung tính
7385,trung tính
7386,tích cực
7387,tích cực
7388,trung tính
7389,trung tính
7390,trung tính
7391,tích cực
7392,tích cực
7393,tích cực
7394,trung tính
7395,tích cực
7396,tích cực
7397,tích cực
7398,trung tính
7399,trung tính
7400,trung tính
7401,tích cực
7402,tích cực
7403,trung tính
7404,trung tính
7405,trung tính
7406,tích cực
7407,tích cực
7408,trung tính
7409,trung tính
7410,tích cực
7411,trung tính
7412,trung tính
7413,tích cực
7414,trung tính
7415,trung tính
7416,tích cực
7417,trung tính
7418,trung tính
7419,tích cực
7420,trung tính
7421,tích cực
7422,trung tính
7423,trung tính
7424,trung tính
7425,tích cực
7426,tích cực
7427,tích cực
7428,tích cực
7429,tích cực
7430,tích cực
7431,trung tính
7432,trung tính
7433,trung tính
7434,trung tính
7435,trung tính
7436,trung tính
7437,trung tính
7438,trung tính
7439,trung tính
7440,trung tính
7441,trung tính
7442,trung tính
7443,tích cực
7444,trung tính
7445,tích cực
7446,tích cực
7447,trung tính
7448,tiêu cực
7449,trung tính
7450,tích cực
7451,tích cực
7452,tích cực
7453,trung tính
7454,tích cực
7455,tích cực
7456,tích cực
7457,tích cực
7458,tích cực
7459,trung tính
7460,tích cực
7461,trung tính
7462,trung tính
7463,tích cực
7464,trung tính
7465,tích cực
7466,tiêu cực
7467,tích cực
7468,tích cực
7470,trung tính
7471,tích cực
7472,tích cực
7473,trung tính
7474,tích cực
7475,trung tính
7476,tích cực
7478,tích cực
7479,trung tính
7480,tích cực
7481,tích cực
7482,tích cực
7483,tích cực
7484,tích cực
7485,trung tính
7486,trung tính
7487,trung tính
7488,tích cực
7489,tích cực
7490,trung tính
7491,tích cực
7492,trung tính
7493,tích cực
7494,trung tính
7495,trung tính
7496,trung tính
7497,tiêu cực
7498,trung tính
7499,tích cực
7500,tích cực
7501,tích cực
7502,tích cực
7503,tích cực
7504,tích cực
7505,tích cực
7506,trung tính
7507,trung tính
7508,trung tính
7509,tích cực
7510,trung tính
7511,trung tính
7512,trung tính
7513,trung tính
7514,trung tính
7515,trung tính
7516,tích cực
7517,tiêu cực
7518,tiêu cực
7519,trung tính
7520,trung tính
7521,trung tính
7522,trung tính
7523,trung tính
7524,tích cực
7525,trung tính
7526,tích cực
7527,trung tính
7528,tích cực
7529,trung tính
7530,trung tính
7531,trung tính
7532,trung tính
7533,tích cực
7534,trung tính
7535,trung tính
7536,trung tính
7537,trung tính
7538,trung tính
7539,trung tính
7540,tích cực
7541,tích cực
7542,trung tính
7543,trung tính
7544,trung tính
7545,tích cực
7546,tích cực
7547,trung tính
7548,tiêu cực
7549,trung tính
7550,tích cực
7551,tiêu cực
7552,trung tính
7553,trung tính
7554,trung tính
7555,trung tính
7556,tích cực
7557,tích cực
7558,tích cực
7559,trung tính
7560,tích cực
7561,trung tính
7562,trung tính
7563,trung tính
7564,trung tính
7565,trung tính
7566,tích cực
7567,trung tính
7568,tích cực
7569,tích cực
7570,tích cực
7571,tích cực
7572,tích cực
7573,tích cực
7574,tích cực
7575,tích cực
7576,tích cực
7577,tích cực
7578,tích cực
7579,tích cực
7580,tích cực
7581,tích cực
7582,tích cực
7583,tích cực
7584,tích cực
7585,tích cực
7586,tích cực
7587,tích cực
7588,tích cực
7589,tích cực
7590,tích cực
7591,tích cực
7592,tích cực
7593,tích cực
7594,tích cực
7595,tích cực
7596,tích cực
7597,tích cực
7598,tích cực
7599,tích cực
7600,tích cực
7601,trung tính
7602,tích cực
7603,tích cực
7604,tích cực
7605,tích cực
7606,trung tính
7607,tích cực
7608,tích cực
7609,tích cực
7610,trung tính
7611,tiêu cực
7612,tích cực
7613,tiêu cực
7614,tích cực
7615,tích cực
7616,tích cực
7618,tích cực
7619,tích cực
7620,tích cực
7621,tích cực
7622,tích cực
7623,trung tính
7624,tích cực
7625,tích cực
7626,tích cực
7627,tích cực
7628,tích cực
7629,tích cực
7630,trung tính
7631,tích cực
7632,tích cực
7633,tích cực
7634,tích cực
7635,tích cực
7636,tích cực
7637,tích cực
7638,tích cực
7639,trung tính
7640,trung tính
7641,tích cực
7642,tích cực
7643,tích cực
7644,tích cực
7645,tiêu cực
7646,tích cực
7647,tích cực
7648,tích cực
7649,tích cực
7650,tích cực
7651,tích cực
7652,trung tính
7653,tích cực
7654,tích cực
7655,tích cực
7656,tích cực
7657,tích cực
7658,tích cực
7659,tích cực
7660,tích cực
7661,tích cực
7662,tích cực
7663,tích cực
7664,tích cực
7665,tích cực
7666,tích cực
7667,tích cực
7668,tích cực
7669,trung tính
7670,tích cực
7671,tích cực
7672,tích cực
7673,tích cực
7674,tích cực
7675,tích cực
7676,tích cực
7677,tích cực
7678,tích cực
7679,tích cực
7680,tích cực
7681,tích cực
7682,tích cực
7683,tích cực
7684,tích cực
7686,tích cực
7687,trung tính
7688,tích cực
7689,tích cực
7690,trung tính
7691,tích cực
7692,tích cực
7693,trung tính
7695,tích cực
7696,tích cực
7697,tích cực
7698,tích cực
7699,tích cực
7700,tích cực
7701,tích cực
7702,tích cực
7703,tích cực
7704,tích cực
7705,tích cực
7706,tích cực
7707,tích cực
7708,tích cực
7709,tích cực
7710,trung tính
7711,tích cực
7712,tích cực
7713,tích cực
7714,trung tính
7715,tích cực
7716,tích cực
7717,trung tính
7718,tích cực
7719,tích cực
7720,tích cực
7721,tích cực
7722,tích cực
7723,tích cực
7724,tích cực
7725,tích cực
7726,tích cực
7727,tích cực
7728,tích cực
7729,tích cực
7730,tích cực
7731,tích cực
7732,tích cực
7733,tích cực
7734,tích cực
7735,tích cực
7736,tích cực
7737,trung tính
7738,tích cực
7739,tích cực
7740,tích cực
7741,tích cực
7742,tích cực
7743,tích cực
7744,tích cực
7745,tiêu cực
7746,tích cực
7747,tích cực
7748,tích cực
7749,tích cực
7750,trung tính
7751,tích cực
7752,tích cực
7753,tích cực
7754,tích cực
7755,tích cực
7756,tích cực
7757,tích cực
7758,tích cực
7759,tích cực
7760,tích cực
7761,tích cực
7762,tích cực
7763,tích cực
7764,tích cực
7765,tích cực
7766,tích cực
7767,tích cực
7768,tích cực
7769,tích cực
7770,tích cực
7771,tích cực
7772,tích cực
7773,tích cực
7774,tích cực
7775,tích cực
7776,trung tính
7777,tích cực
7778,trung tính
7779,tích cực
7780,tích cực
7781,tích cực
7782,tích cực
7783,tích cực
7784,trung tính
7785,tích cực
7786,tích cực
7787,tích cực
7788,trung tính
7789,trung tính
7790,tích cực
7791,tích cực
7792,tích cực
7793,tích cực
7794,tiêu cực
7795,tích cực
7796,tích cực
7797,tích cực
7798,tích cực
7799,tích cực
7800,tích cực
7801,tích cực
7802,tích cực
7803,tích cực
7804,tích cực
7805,tích cực
7806,tích cực
7807,tích cực
7808,trung tính
7809,trung tính
7810,tích cực
7811,tích cực
7812,tích cực
7813,tích cực
7814,tích cực
7815,tích cực
7816,trung tính
7817,trung tính
7818,tích cực
7819,tích cực
7820,trung tính
7821,trung tính
7822,trung tính
7823,tích cực
7824,trung tính
7826,trung tính
7827,trung tính
7828,tích cực
7829,tích cực
7830,trung tính
7831,trung tính
7832,tích cực
7833,tiêu cực
7834,tích cực
7835,tiêu cực
7836,tích cực
7837,tích cực
7838,trung tính
7839,tích cực
7840,tích cực
7841,trung tính
7842,tích cực
7843,trung tính
7844,tích cực
7845,tích cực
7846,tích cực
7847,tích cực
7848,trung tính
7849,tích cực
7850,tích cực
7851,tích cực
7852,tích cực
7853,tích cực
7854,tiêu cực
7855,tích cực
7856,tích cực
7857,trung tính
7858,tích cực
7859,trung tính
7860,trung tính
7861,tích cực
7862,tích cực
7863,tích cực
7864,trung tính
7865,tích cực
7866,tích cực
7867,tích cực
7868,tích cực
7870,tích cực
7871,tích cực
7872,tích cực
7873,trung tính
7874,tích cực
7875,tích cực
7876,trung tính
7878,trung tính
7879,tích cực
7880,tích cực
7881,tích cực
7882,tích cực
7883,tích cực
7884,trung tính
7885,tích cực
7886,tích cực
7887,tích cực
7888,tích cực
7889,tích cực
7890,tích cực
7891,tích cực
7892,trung tính
7893,trung tính
7894,tích cực
7895,tích cực
7896,tích cực
7897,tích cực
7898,tích cực
7899,tích cực
7900,tích cực
7901,tích cực
7902,tích cực
7904,tích cực
7905,tích cực
7906,tích cực
7907,trung tính
7908,tích cực
7909,tích cực
7910,tích cực
7911,tích cực
7912,tích cực
7913,tích cực
7914,tích cực
7915,tích cực
7916,tích cực
7917,tích cực
7918,tích cực
7919,tích cực
7920,tích cực
7921,tích cực
7922,tiêu cực
7923,tích cực
7924,tích cực
7925,tích cực
7926,tích cực
7927,tích cực
7928,trung tính
7929,tích cực
7930,trung tính
7931,trung tính
7932,tích cực
7933,trung tính
7934,tích cực
7935,trung tính
7936,tích cực
7937,tích cực
7938,tích cực
7939,tích cực
7940,tích cực
7941,tích cực
7942,tích cực
7943,tích cực
7944,tích cực
7945,tích cực
7946,tích cực
7947,trung tính
7948,tích cực
7949,tích cực
7950,tích cực
7951,trung tính
7952,tích cực
7953,tích cực
7954,tích cực
7955,tích cực
7956,tích cực
7957,tích cực
7958,tích cực
7959,tích cực
7960,tích cực
7961,trung tính
7962,tích cực
7963,trung tính
7964,tích cực
7965,tích cực
7966,tích cực
7967,tích cực
7968,tích cực
7969,tích cực
7970,tích cực
7971,tích cực
7973,tích cực
7974,tích cực
7975,tích cực
7976,tích cực
7977,tích cực
7978,tích cực
7979,tích cực
7980,tích cực
7981,tích cực
7982,tích cực
7983,tích cực
7984,tích cực
7985,tích cực
7986,tiêu cực
7987,tích cực
7988,tích cực
7989,tích cực
7990,trung tính
7991,tích cực
7992,tích cực
7993,trung tính
7994,tích cực
7995,tích cực
7996,trung tính
7997,tích cực
7998,tích cực
7999,tích cực
8000,tích cực
8001,tích cực
8002,tích cực
8003,tích cực
8004,tích cực
8005,tích cực
8006,tích cực
8007,tích cực
8008,tích cực
8009,tích cực
8010,trung tính
8011,tích cực
8012,tích cực
8013,tích cực
8014,tích cực
8015,tích cực
8016,tích cực
8018,tích cực
8019,tích cực
8020,tích cực
8021,tích cực
8022,trung tính
8023,tích cực
8024,tích cực
8025,tích cực
8026,tích cực
8027,tích cực
8028,tiêu cực
8029,tích cực
8031,tích cực
8032,tích cực
8033,tích cực
8034,tích cực
8035,tích cực
8036,tích cực
8037,tích cực
8038,tích cực
8039,trung tính
8040,tích cực
8041,tích cực
8042,trung tính
8043,tích cực
8044,tiêu cực
8045,tích cực
8046,tích cực
8047,tích cực
8048,tích cực
8049,tích cực
8050,tích cực
8051,tích cực
8052,tích cực
8053,tích cực
8054,trung tính
8055,tích cực
8056,tích cực
8057,tích cực
8058,tích cực
8059,tích cực
8060,trung tính
8061,trung tính
8062,tích cực
8063,tích cực
8064,trung tính
8065,tích cực
8066,tích cực
8067,trung tính
8068,tích cực
8069,tích cực
8070,tích cực
8071,tích cực
8072,tích cực
8073,tích cực
8074,tích cực
8075,tích cực
8076,tích cực
8077,tích cực
8078,tích cực
8079,tích cực
8080,trung tính
8081,tích cực
8082,tích cực
8083,tích cực
8084,trung tính
8085,tích cực
8086,tích cực
8087,tích cực
8088,trung tính
8089,tích cực
8090,trung tính
8091,tích cực
8092,tích cực
8093,tích cực
8094,tích cực
8095,tích cực
8096,tích cực
8097,tích cực
8098,trung tính
8099,tích cực
8100,tích cực
8101,tích cực
8102,tích cực
8103,tích cực
8104,tích cực
8105,tích cực
8106,tích cực
8107,tích cực
8108,tích cực
8109,tích cực
8110,tiêu cực
8111,tích cực
8112,tích cực
8113,tích cực
8114,tích cực
8115,tích cực
8116,tích cực
8117,tích cực
8118,tích cực
8119,tích cực
8120,tích cực
8121,trung tính
8122,trung tính
8123,tích cực
8124,tích cực
8125,tích cực
8126,trung tính
8127,trung tính
8128,tích cực
8129,tiêu cực
8130,tích cực
8131,tích cực
8132,tích cực
8133,tích cực
8134,tích cực
8135,tích cực
8136,tích cực
8137,trung tính
8138,trung tính
8139,trung tính
8140,tích cực
8141,trung tính
8142,tích cực
8143,tích cực
8144,tích cực
8145,tích cực
8146,tích cực
8147,tích cực
8148,tích cực
8149,tích cực
8150,tích cực
8151,tích cực
8152,tích cực
8153,tích cực
8154,tích cực
8155,tích cực
8156,tiêu cực
8157,tích cực
8158,tích cực
8159,tích cực
8160,tích cực
8161,trung tính
8162,tích cực
8163,tích cực
8164,tích cực
8165,tích cực
8166,tích cực
8167,tích cực
8168,trung tính
8169,tích cực
8170,tích cực
8171,tích cực
8172,tích cực
8173,tích cực
8174,trung tính
8175,tích cực
8176,tích cực
8177,tích cực
8178,tích cực
8179,tích cực
8181,tích cực
8182,tích cực
8183,tích cực
8184,tích cực
8185,tích cực
8186,tích cực
8187,tích cực
8188,tích cực
8189,tích cực
8190,tích cực
8191,tích cực
8192,tích cực
8193,tích cực
8194,tích cực
8195,tích cực
8196,trung tính
8197,tích cực
8198,tích cực
8199,tiêu cực
8200,tích cực
8201,tích cực
8202,tích cực
8203,trung tính
8204,tích cực
8205,tích cực
8206,tích cực
8207,tích cực
8208,tích cực
8209,tích cực
8210,tích cực
8211,trung tính
8212,tích cực
8213,tích cực
8214,tích cực
8215,tích cực
8216,trung tính
8217,tích cực
8218,tích cực
8219,trung tính
8220,trung tính
8221,tích cực
8222,tích cực
8224,tích cực
8225,tích cực
8226,trung tính
8227,tích cực
8228,tích cực
8229,tích cực
8230,tích cực
8231,trung tính
8232,trung tính
8234,trung tính
8235,tích cực
8236,tích cực
8237,tích cực
8238,trung tính
8239,tích cực
8240,tích cực
8241,trung tính
8242,tích cực
8243,tích cực
8244,tích cực
8245,tích cực
8246,trung tính
8247,tích cực
8248,tích cực
8249,tích cực
8250,tích cực
8251,tích cực
8252,tích cực
8253,tích cực
8254,tích cực
8255,tích cực
8256,tích cực
8257,tích cực
8258,tích cực
8259,tích cực
8260,tích cực
8261,tích cực
8262,tích cực
8263,tích cực
8264,tích cực
8265,tích cực
8266,tích cực
8267,tích cực
8268,trung tính
8269,tích cực
8270,tích cực
8271,tích cực
8272,tích cực
8273,tích cực
8274,tích cực
8275,tích cực
8276,tích cực
8277,tích cực
8278,tích cực
8279,tích cực
8280,tích cực
8281,tích cực
8282,tích cực
8283,tích cực
8284,tích cực
8285,trung tính
8286,trung tính
8287,trung tính
8288,tích cực
8289,tích cực
8290,tích cực
8291,tích cực
8292,tích cực
8293,tích cực
8294,tích cực
8295,tích cực
8296,trung tính
8297,tích cực
8298,tích cực
8299,tích cực
8300,tích cực
8301,trung tính
8302,trung tính
8303,tích cực
8304,tích cực
8305,tích cực
8306,trung tính
8307,tích cực
8308,tích cực
8309,tích cực
8310,tích cực
8311,tích cực
8312,tích cực
8313,tích cực
8314,tích cực
8315,trung tính
8316,tích cực
8317,tích cực
8318,trung tính
8319,tích cực
8320,tích cực
8321,tiêu cực
8322,tích cực
8323,tích cực
8324,trung tính
8325,trung tính
8326,tích cực
8327,trung tính
8328,tích cực
8329,tích cực
8330,trung tính
8331,tích cực
8332,tích cực
8333,tích cực
8334,tích cực
8335,tích cực
8336,tích cực
8337,tích cực
8338,tích cực
8339,tích cực
8340,tích cực
8341,tích cực
8342,trung tính
8343,tích cực
8344,tích cực
8345,tích cực
8346,tích cực
8347,tích cực
8348,tích cực
8349,tích cực
8350,trung tính
8351,tích cực
8352,tích cực
8353,tích cực
8354,tích cực
8355,trung tính
8357,tích cực
8358,tích cực
8359,tích cực
8360,tích cực
8361,tích cực
8362,tích cực
8363,tích cực
8364,tích cực
8365,tích cực
8366,trung tính
8367,tích cực
8368,tích cực
8369,trung tính
8370,tích cực
8371,tích cực
8372,trung tính
8373,tích cực
8374,tích cực
8375,tích cực
8376,trung tính
8377,trung tính
8378,tích cực
8379,tích cực
8380,tích cực
8381,tích cực
8382,trung tính
8383,tích cực
8384,tích cực
8385,tích cực
8386,tích cực
8387,tích cực
8388,tích cực
8389,trung tính
8390,tích cực
8391,tiêu cực
8392,tích cực
8393,tích cực
8394,tích cực
8395,tích cực
8396,tích cực
8397,tích cực
8398,tích cực
8399,tích cực
8400,tích cực
8401,trung tính
8402,tích cực
8403,tích cực
8404,tích cực
8405,tích cực
8407,trung tính
8408,tích cực
8409,tích cực
8410,tích cực
8411,tích cực
8412,tích cực
8414,tích cực
8415,tích cực
8416,tích cực
8417,tích cực
8418,tích cực
8419,tích cực
8420,tích cực
8421,trung tính
8422,trung tính
8423,tiêu cực
8424,trung tính
8425,trung tính
8426,tích cực
8427,tiêu cực
8428,tích cực
8429,trung tính
8430,tích cực
8431,tích cực
8432,trung tính
8433,tích cực
8434,tích cực
8435,tích cực
8436,tích cực
8437,tích cực
8438,trung tính
8439,tích cực
8440,trung tính
8441,tích cực
8442,tích cực
8443,trung tính
8444,tích cực
8445,tích cực
8446,tích cực
8447,tích cực
8448,tích cực
8449,tích cực
8450,tích cực
8451,tích cực
8452,tích cực
8453,tích cực
8454,tích cực
8455,tích cực
8456,tích cực
8457,tích cực
8458,tích cực
8459,tích cực
8460,tích cực
8461,tích cực
8462,tích cực
8464,tích cực
8465,tích cực
8466,tiêu cực
8467,tích cực
8468,trung tính
8469,tích cực
8470,tích cực
8471,tích cực
8472,tích cực
8473,tích cực
8474,tích cực
8475,tích cực
8476,tích cực
8477,tích cực
8478,tích cực
8479,tích cực
8480,trung tính
8481,tích cực
8482,tích cực
8483,tích cực
8484,tích cực
8485,tích cực
8486,tích cực
8487,tích cực
8488,tích cực
8489,trung tính
8491,tích cực
8492,tích cực
8493,trung tính
8494,tích cực
8495,tích cực
8496,tích cực
8497,tích cực
8498,tích cực
8499,tích cực
8500,tích cực
8501,trung tính
8502,tích cực
8503,tích cực
8504,tích cực
8505,tích cực
8506,trung tính
8507,trung tính
8508,trung tính
8509,tích cực
8510,tích cực
8511,tích cực
8512,tích cực
8513,tích cực
8514,trung tính
8515,tích cực
8516,tích cực
8517,tích cực
8518,tích cực
8519,tích cực
8520,tích cực
8521,tích cực
8522,trung tính
8523,trung tính
8524,tích cực
8525,trung tính
8526,trung tính
8527,trung tính
8528,tích cực
8529,tích cực
8530,trung tính
8531,tích cực
8532,trung tính
8533,trung tính
8534,trung tính
8535,tích cực
8536,trung tính
8537,trung tính
8538,tích cực
8539,tích cực
8540,tiêu cực
8541,trung tính
8542,trung tính
8543,trung tính
8544,trung tính
8545,tích cực
8546,tích cực
8547,trung tính
8548,tích cực
8549,tích cực
8550,trung tính
8551,tích cực
8552,trung tính
8553,trung tính
